capital_gain,capital_loss,hours_pw,gender,income_bracket,age,country_name,education,ethnicity,relationship_role,marital_relationship,marriage_status,work_class,occupation
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,HS-grad,White,Unmarried,Separated,Not Married,Local-gov,Exec-managerial
0-9K,0-1K,20-29,F,<=50K,30-39,United-States,HS-grad,White,Unmarried,Separated,Not Married,Local-gov,Other-service
0-9K,0-1K,10-19,F,<=50K,30-39,United-States,HS-grad,White,Unmarried,Separated,Not Married,Private,Farming-fishing
0-9K,0-1K,30-39,F,<=50K,50-59,United-States,HS-grad,White,Unmarried,Separated,Not Married,State-gov,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,HS-grad,White,Unmarried,Separated,Not Married,Federal-gov,Handlers-cleaners
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,60-69,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,10-19,F,<=50K,50-59,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,20-29,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,70-79,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,0-9,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,50-59,F,>50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,10-19,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,1-2K,30-39,F,<=50K,60-69,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Craft-repair
0-9K,0-1K,50-59,M,>50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Transport-moving
0-9K,0-1K,40-49,M,>50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Tech-support
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Tech-support
0-9K,0-1K,50-59,F,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,Private,Tech-support
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Federal-gov,Adm-clerical
0-9K,0-1K,70-79,F,<=50K,50-59,United-States,Some-college,White,Unmarried,Separated,Not Married,Self-emp-inc,Exec-managerial
0-9K,0-1K,60-69,M,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Self-emp-not-inc,Sales
0-9K,0-1K,50-59,M,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Self-emp-not-inc,Sales
0-9K,0-1K,50-59,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,Self-emp-not-inc,Sales
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Some-college,White,Unmarried,Separated,Not Married,Local-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Some-college,White,Unmarried,Separated,Not Married,State-gov,Protective-serv
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Some-college,White,Unmarried,Separated,Not Married,State-gov,Tech-support
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,11th,White,Unmarried,Separated,Not Married,Private,Handlers-cleaners
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,11th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,11th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,11th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,20-29,M,<=50K,30-39,United-States,11th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,11th,White,Unmarried,Separated,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,11th,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,11th,White,Unmarried,Separated,Not Married,Self-emp-not-inc,Other-service
20-29K,0-1K,50-59,F,>50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,50-59,F,<=50K,40-49,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Private,Tech-support
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Self-emp-inc,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Assoc-acdm,White,Unmarried,Separated,Not Married,Local-gov,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,40-49,United-States,Masters,White,Unmarried,Separated,Not Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,20-29,F,<=50K,40-49,United-States,Masters,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Masters,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,50-59,F,<=50K,40-49,United-States,Masters,White,Unmarried,Separated,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,70-79,F,<=50K,40-49,United-States,Masters,White,Unmarried,Separated,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Masters,White,Unmarried,Separated,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,50-59,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,20-29,F,<=50K,70-79,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,20-29,F,<=50K,30-39,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,Private,Tech-support
0-9K,0-1K,20-29,F,<=50K,30-39,United-States,Assoc-voc,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Doctorate,White,Unmarried,Separated,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Doctorate,White,Unmarried,Separated,Not Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,>50K,40-49,United-States,Doctorate,White,Unmarried,Separated,Not Married,State-gov,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,10th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,10th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,10th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,50-59,United-States,10th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,10th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,10th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,3-4K,40-49,M,<=50K,30-39,United-States,10th,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,10th,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,10th,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,10th,White,Unmarried,Separated,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,10th,White,Unmarried,Separated,Not Married,Private,Transport-moving
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,10th,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,10th,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,12th,White,Unmarried,Separated,Not Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,12th,White,Unmarried,Separated,Not Married,Private,Machine-op-inspct
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,12th,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,9th,White,Unmarried,Separated,Not Married,Private,Craft-repair
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,9th,White,Unmarried,Separated,Not Married,Private,Craft-repair
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,9th,White,Unmarried,Separated,Not Married,?,?
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Prof-school,White,Unmarried,Separated,Not Married,Self-emp-not-inc,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Prof-school,White,Unmarried,Separated,Not Married,Local-gov,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,7th-8th,White,Unmarried,Separated,Not Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,1st-4th,White,Unmarried,Separated,Not Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,5th-6th,White,Unmarried,Separated,Not Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Own-child,Married-spouse-absent,Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,>50K,40-49,United-States,Bachelors,White,Own-child,Married-spouse-absent,Married,Self-emp-not-inc,Sales
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,HS-grad,White,Own-child,Married-spouse-absent,Married,Private,Other-service
0-9K,0-1K,0-9,F,<=50K,20-29,United-States,HS-grad,White,Own-child,Married-spouse-absent,Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Own-child,Married-spouse-absent,Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,HS-grad,White,Own-child,Married-spouse-absent,Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Own-child,Married-spouse-absent,Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,Private,Adm-clerical
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,Private,Adm-clerical
0-9K,1-2K,40-49,F,<=50K,10-19,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,Private,Sales
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,Federal-gov,Adm-clerical
0-9K,0-1K,60-69,M,>50K,30-39,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,Self-emp-not-inc,Craft-repair
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,Private,Farming-fishing
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,Some-college,White,Own-child,Married-spouse-absent,Married,State-gov,Farming-fishing
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Assoc-acdm,White,Own-child,Married-spouse-absent,Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,9th,White,Own-child,Married-spouse-absent,Married,Private,Handlers-cleaners
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Preschool,White,Own-child,Married-spouse-absent,Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Exec-managerial
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,State-gov,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,State-gov,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,10-19,F,<=50K,20-29,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,40-49,M,>50K,20-29,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Self-emp-not-inc,Sales
0-9K,0-1K,90-99,M,<=50K,60-69,United-States,Bachelors,White,Other-relative,Married-civ-spouse,Married,Private,Priv-house-serv
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,State-gov,Adm-clerical
0-9K,0-1K,40-49,M,>50K,30-39,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,20-29,F,<=50K,10-19,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,80-89,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Transport-moving
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Transport-moving
0-9K,0-1K,20-29,M,<=50K,10-19,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Machine-op-inspct
0-9K,0-1K,40-49,F,>50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Tech-support
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Tech-support
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,?,?
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,?,?
0-9K,0-1K,20-29,F,<=50K,30-39,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,?,?
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Local-gov,Handlers-cleaners
0-9K,0-1K,20-29,M,<=50K,30-39,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Local-gov,Handlers-cleaners
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Local-gov,Adm-clerical
0-9K,2-3K,40-49,F,>50K,50-59,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Local-gov,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Local-gov,Other-service
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,HS-grad,White,Other-relative,Married-civ-spouse,Married,Private,Priv-house-serv
0-9K,0-1K,40-49,M,>50K,20-29,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Self-emp-not-inc,Exec-managerial
0-9K,0-1K,20-29,M,<=50K,70-79,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Exec-managerial
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Exec-managerial
0-9K,0-1K,10-19,F,>50K,50-59,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,30-39,F,>50K,50-59,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Federal-gov,Adm-clerical
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Federal-gov,Adm-clerical
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Local-gov,Other-service
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Some-college,White,Other-relative,Married-civ-spouse,Married,Private,Protective-serv
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,11th,White,Other-relative,Married-civ-spouse,Married,Private,Handlers-cleaners
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,11th,White,Other-relative,Married-civ-spouse,Married,Private,Other-service
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,11th,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,11th,White,Other-relative,Married-civ-spouse,Married,?,?
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,11th,White,Other-relative,Married-civ-spouse,Married,Private,Priv-house-serv
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Masters,White,Other-relative,Married-civ-spouse,Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Masters,White,Other-relative,Married-civ-spouse,Married,Local-gov,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Assoc-voc,White,Other-relative,Married-civ-spouse,Married,Private,Other-service
0-9K,1-2K,40-49,F,<=50K,20-29,United-States,Assoc-voc,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,20-29,F,<=50K,40-49,United-States,Assoc-voc,White,Other-relative,Married-civ-spouse,Married,Private,Adm-clerical
0-9K,0-1K,50-59,M,>50K,40-49,United-States,Assoc-voc,White,Other-relative,Married-civ-spouse,Married,Self-emp-inc,Exec-managerial
0-9K,0-1K,10-19,F,<=50K,50-59,United-States,Assoc-voc,White,Other-relative,Married-civ-spouse,Married,Self-emp-not-inc,Tech-support
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,10th,White,Other-relative,Married-civ-spouse,Married,Private,Craft-repair
0-9K,0-1K,40-49,M,<=50K,50-59,United-States,12th,White,Other-relative,Married-civ-spouse,Married,Private,Transport-moving
10-19K,0-1K,40-49,F,>50K,10-19,United-States,12th,White,Other-relative,Married-civ-spouse,Married,?,?
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,7th-8th,White,Other-relative,Married-civ-spouse,Married,Private,Sales
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,1st-4th,White,Other-relative,Married-civ-spouse,Married,Self-emp-not-inc,Sales
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,5th-6th,White,Other-relative,Married-civ-spouse,Married,Private,Other-service
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,5th-6th,White,Other-relative,Married-civ-spouse,Married,Private,Craft-repair
0-9K,0-1K,60-69,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Married-civ-spouse,Married,Private,Prof-specialty
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,HS-grad,White,Not-in-family,Married-civ-spouse,Married,?,?
0-9K,0-1K,30-39,F,<=50K,40-49,United-States,HS-grad,White,Not-in-family,Married-civ-spouse,Married,?,?
0-9K,0-1K,40-49,F,<=50K,10-19,United-States,HS-grad,White,Not-in-family,Married-civ-spouse,Married,Private,Priv-house-serv
0-9K,0-1K,60-69,M,>50K,20-29,United-States,11th,White,Not-in-family,Married-civ-spouse,Married,Private,Craft-repair
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Assoc-acdm,White,Not-in-family,Married-civ-spouse,Married,Self-emp-not-inc,Craft-repair
0-9K,0-1K,90-99,M,>50K,20-29,United-States,Masters,White,Not-in-family,Married-civ-spouse,Married,Private,Farming-fishing
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,12th,White,Not-in-family,Married-civ-spouse,Married,Self-emp-not-inc,Craft-repair
0-9K,0-1K,40-49,F,>50K,20-29,United-States,Bachelors,White,Wife,Married-AF-spouse,Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,>50K,30-39,United-States,Bachelors,White,Wife,Married-AF-spouse,Married,Private,Exec-managerial
0-9K,0-1K,40-49,F,>50K,30-39,United-States,HS-grad,White,Wife,Married-AF-spouse,Married,Private,Other-service
